Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Min Salary,Max Salary
Data Scientist 3 (718),3.3,Amyris,"Emeryville, CA","Emeryville, CA",201 to 500 employees,2003.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),,128000.0,201000.0
Data Scientist,4.3,Lightspeed Systems,"Austin, TX","Austin, TX",51 to 200 employees,1999.0,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),,128000.0,201000.0
Senior Data Scientist,3.9,Thumbtack,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2009.0,Company - Private,Internet,Information Technology,,,128000.0,201000.0
Senior Data Analyst - Finance & Platform Analytics,3.6,Twitch,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2011.0,Subsidiary or Business Segment,Internet,Information Technology,,,128000.0,201000.0
Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team),4.7,New Relic,"Portland, OR","San Francisco, CA",1001 to 5000 employees,2008.0,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"AppDynamics, Datadog, Dynatrace",128000.0,201000.0
IT Partner Digital Health Technology and Data Science,3.6,Biogen,"Cambridge, MA","Cambridge, MA",5001 to 10000 employees,1978.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,128000.0,201000.0
Data Scientist,,HireAi,"San Francisco, CA",-1,-1,,-1,-1,-1,-1,,128000.0,201000.0
"Senior Machine Learning Scientist - Bay Area, CA",3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,128000.0,201000.0
Data Scientist,3.3,ICW Group,"San Diego, CA","San Diego, CA",501 to 1000 employees,1972.0,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),"Liberty Mutual Insurance, EMPLOYERS, Travelers",128000.0,201000.0
Clinical Data Analyst,3.8,NYSTEC,"New York, NY","Rome, NY",51 to 200 employees,1996.0,Nonprofit Organization,Consulting,Business Services,$25 to $50 million (USD),"KPMG, Accenture, Deloitte",128000.0,201000.0
Data Scientist,4.5,E3 Federal Solutions,"Chantilly, VA","McLean, VA",501 to 1000 employees,2004.0,Company - Private,Consulting,Business Services,,,128000.0,201000.0
Data Engineer,4.5,Kingfisher Systems,"Falls Church, VA","Falls Church, VA",51 to 200 employees,2005.0,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),,128000.0,201000.0
Data Scientist Technical Specialist,3.4,Peraton,"Chantilly, VA","Herndon, VA",1001 to 5000 employees,2017.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),,128000.0,201000.0
Senior Data Scientist,3.1,Group O,"Chicago, IL","Milan, IL",1001 to 5000 employees,1974.0,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),,128000.0,201000.0
Data Science Manager,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982.0,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),,128000.0,201000.0
Computer Vision / Deep Learning Scientist,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,128000.0,201000.0
Big Data Engineer,4.1,CaptiveAire,"Raleigh, NC","Raleigh, NC",1001 to 5000 employees,1976.0,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),,128000.0,201000.0
Data Architect,4.2,LSQ,"Orlando, FL","Orlando, FL",51 to 200 employees,1996.0,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),,128000.0,201000.0
Machine Learning Engineer,3.9,Temboo,"New York, NY","New York, NY",1 to 50 employees,,Company - Private,IT Services,Information Technology,,,128000.0,201000.0
Data Scientist,,Kibo,"Philadelphia, PA","Marbella, Spain",Unknown,,Company - Public,-1,-1,,,128000.0,201000.0
Aviation AI/ML Data Scientist,3.3,MITRE,"McLean, VA","Bedford, MA",5001 to 10000 employees,1958.0,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",128000.0,201000.0
Data Scientist,3.9,Mars,United States,"Mc Lean, VA",10000+ employees,1911.0,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),,138000.0,158000.0
Data Scientist / Applied Mathematician,4.5,"Fullpower Technologies, Inc.","Santa Cruz, CA","Santa Cruz, CA",51 to 200 employees,2003.0,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),,138000.0,158000.0
"Machine Learning Engineer, Sr.",4.2,AeroVironment,"Simi Valley, CA","Simi Valley, CA",501 to 1000 employees,1971.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"General Atomics, Boeing, Northrop Grumman",138000.0,158000.0
Data Scientist (TS/SCI w/ Poly),3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,138000.0,158000.0
Weapons and Sensors Engineer/Scientist,4.0,Dynetics,"Huntsville, AL","Huntsville, AL",1001 to 5000 employees,1974.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),,138000.0,158000.0
Applied Computer Scientist,4.5,Systems & Technology Research,"Woburn, MA","Woburn, MA",201 to 500 employees,2010.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),,138000.0,158000.0
Senior Data Analyst,4.5,Novetta,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",138000.0,158000.0
Information Systems Engineering Specialist (Engineering Scientist),3.8,Applied Research Laboratories,"Austin, TX","Austin, TX",501 to 1000 employees,,College / University,Colleges & Universities,Education,,,138000.0,158000.0
Cloud Data Engineer (Azure),3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",10000+ employees,1933.0,Other Organization,Banks & Credit Unions,Finance,,,138000.0,158000.0
Scientist/Research Associate-Metabolic Engineering,2.0,Conagen,"New Bedford, MA","Bedford, MA",51 to 200 employees,,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,138000.0,158000.0
"Vice President, Biometrics and Clinical Data Management",4.8,Alector,"South San Francisco, CA","South San Francisco, CA",51 to 200 employees,2013.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,138000.0,158000.0
Enterprise Data Analyst (Enterprise Portfolio Management Office),3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",10000+ employees,1933.0,Other Organization,Banks & Credit Unions,Finance,,,138000.0,158000.0
Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.3,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875.0,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),,138000.0,158000.0
Lead Data Scientist – Network Analysis and Control,3.3,MITRE,"Bedford, MA","Bedford, MA",5001 to 10000 employees,1958.0,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",138000.0,158000.0
Senior Machine Learning Engineer,5.0,LifeOmic,"Raleigh, NC","Indianapolis, IN",51 to 200 employees,2016.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,138000.0,158000.0
"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",4.4,"Homology Medicines, Inc.","New Bedford, MA","Bedford, MA",51 to 200 employees,,Company - Public,-1,-1,,,138000.0,158000.0
Data Engineer,3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",51 to 200 employees,1992.0,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),,138000.0,158000.0
Developer III - Data Science,3.3,Inland Empire Health Plan,"Rancho Cucamonga, CA","Rancho Cucamonga, CA",1001 to 5000 employees,1996.0,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),,138000.0,158000.0
Senior Data Engineer,2.9,Affinity Solutions,"New York, NY","New York, NY",51 to 200 employees,1998.0,Company - Private,Advertising & Marketing,Business Services,,"Commerce Signals, Cardlytics, Yodlee",138000.0,158000.0
Hydrogen/Tritium Materials Scientist (Experienced),3.8,Sandia National Laboratories,"Livermore, CA","Albuquerque, NM",10000+ employees,1949.0,Government,Federal Agencies,Government,$2 to $5 billion (USD),"Los Alamos National Laboratory, Lawrence Livermore National Laboratory",138000.0,158000.0
Data Engineer,3.5,Maxar Technologies,"McLean, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,138000.0,158000.0
Patient Safety- Associate Data Scientist,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",80000.0,132000.0
Senior Data Scientist,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982.0,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),,80000.0,132000.0
Data Scientist,3.4,USI,"Southfield, MI","Saint Paul, MN",1001 to 5000 employees,1998.0,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),,80000.0,132000.0
Data Scientist,3.9,GSK,"Collegeville, PA","Brentford, United Kingdom",10000+ employees,1830.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",80000.0,132000.0
Data Scientist,3.8,CIA,"Washington, DC","Langley, VA",Unknown,1947.0,Government,Federal Agencies,Government,,,80000.0,132000.0
Data Scientist,4.5,Maven Wave Partners,"Chicago, IL","Chicago, IL",201 to 500 employees,2008.0,Company - Private,Consulting,Business Services,$50 to $100 million (USD),,80000.0,132000.0
Data Scientist,4.3,Ovative Group,"Minneapolis, MN","Minneapolis, MN",51 to 200 employees,2009.0,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),,80000.0,132000.0
Data Scientist,3.6,Kognetics,"Gahanna, OH","New York, NY",1 to 50 employees,,Company - Private,-1,-1,,,80000.0,132000.0
Data Scientist,2.9,Envision Healthcare,"Nashville, TN","Nashville, TN",10000+ employees,2005.0,Company - Private,Health Care Services & Hospitals,Health Care,,,80000.0,132000.0
Data Scientist,2.9,"Pragmatics, Inc.",United States,"Reston, VA",201 to 500 employees,1985.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),,80000.0,132000.0
Data Scientist,3.2,ConsumerTrack,California,"Los Angeles, CA",51 to 200 employees,2004.0,Company - Private,Internet,Information Technology,$25 to $50 million (USD),,80000.0,132000.0
Decision Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",5001 to 10000 employees,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",80000.0,132000.0
Data Scientist - TS/SCI FSP or CI Required,5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,80000.0,132000.0
Data Scientist,3.5,Crossover Health,"San Clemente, CA","Aliso Viejo, CA",1 to 50 employees,2010.0,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),,80000.0,132000.0
Data Scientist,4.0,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),,80000.0,132000.0
Data Scientist,4.4,Meridian Knowledge Solutions,"Washington, DC","Reston, VA",51 to 200 employees,1997.0,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),,80000.0,132000.0
Data Scientist,4.2,UST Global,"Atlanta, GA","Aliso Viejo, CA",10000+ employees,1999.0,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"Cognizant Technology Solutions, Infosys, Wipro",80000.0,132000.0
Data Scientist,3.2,IMG Systems,"Plano, TX","Plano, TX",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),,80000.0,132000.0
Data Scientist,3.4,Trident Systems Inc,"Fairfax, VA","Fairfax, VA",51 to 200 employees,1985.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),,80000.0,132000.0
Data Scientist,4.7,"Tygart Technology, Inc","Washington, DC","Fairmont, WV",1 to 50 employees,,Company - Private,-1,-1,$1 to $5 million (USD),,80000.0,132000.0
(Sr.) Data Scientist -,3.6,Merrick Bank,Utah,"South Jordan, UT",201 to 500 employees,1997.0,Company - Private,Banks & Credit Unions,Finance,,,87000.0,141000.0
Senior Data Scientist,4.2,ManTech,"Alexandria, VA","Herndon, VA",5001 to 10000 employees,1968.0,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),,87000.0,141000.0
Data Scientist,,"GrainBridge, LLC","Omaha, NE",-1,-1,,-1,-1,-1,-1,,87000.0,141000.0
Data Scientist,3.2,First Health Group,"Wellesley, MA","Bethesda, MD",10000+ employees,1853.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Humana,87000.0,141000.0
Data Scientist,,Sprezzatura Management Consulting,"Washington, VA","McLean, VA",Unknown,,Company - Private,-1,-1,,,87000.0,141000.0
Data Scientist,2.8,"Progress Rail, A Caterpillar Company","Fort Worth, TX","Albertville, AL",1001 to 5000 employees,1983.0,Subsidiary or Business Segment,Rail,Transportation & Logistics,$2 to $5 billion (USD),,87000.0,141000.0
Data Scientist,4.2,UST Global,"Atlanta, GA","Aliso Viejo, CA",10000+ employees,1999.0,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"Cognizant Technology Solutions, Infosys, Wipro",87000.0,141000.0
Data Scientist,4.5,Axiologic Solutions,"Alexandria, VA","Fairfax, VA",51 to 200 employees,2009.0,Company - Private,Aerospace & Defense,Aerospace & Defense,,,87000.0,141000.0
Data Scientist,3.0,Indigo Slate,"Bellevue, WA","Bellevue, WA",51 to 200 employees,2006.0,Company - Private,Consulting,Business Services,$10 to $25 million (USD),,87000.0,141000.0
Data Scientist,3.3,Cubic,United States,"San Diego, CA",5001 to 10000 employees,1951.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"Accenture, Northrop Grumman, Xerox",87000.0,141000.0
Data Scientist,4.0,Advanced Bio-Logic Solutions Corp,"Thousand Oaks, CA","Westlake Village, CA",1 to 50 employees,,Company - Private,-1,-1,Less than $1 million (USD),,87000.0,141000.0
Data Engineer,3.5,Alignment Healthcare,"Orange, CA","Orange, CA",501 to 1000 employees,2013.0,Company - Private,Health Care Services & Hospitals,Health Care,,,87000.0,141000.0
Data Scientist,3.5,WGSN,"Baltimore, MD","New York, NY",1 to 50 employees,1998.0,Company - Private,Consulting,Business Services,$50 to $100 million (USD),,87000.0,141000.0
Data Scientist,3.6,"ISYS Technologies, Inc.","Herndon, VA","Littleton, CO",51 to 200 employees,1990.0,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),,87000.0,141000.0
Data Scientist,3.0,TransVoyant,"Alexandria, VA","Alexandria, VA",51 to 200 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,87000.0,141000.0
Data Scientist/Data Analytics Practitioner,4.0,Noblis,"Bridgeport, WV","Reston, VA",1001 to 5000 employees,1996.0,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),"Booz Allen Hamilton, SAIC, LMI",87000.0,141000.0
Data Scientist,4.6,Murray Resources,"The Woodlands, TX","Houston, TX",1 to 50 employees,1988.0,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),,87000.0,141000.0
Data Scientist,4.3,Geotab,"Oakville, CA","Oakville, Canada",1001 to 5000 employees,2000.0,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),,87000.0,141000.0
Data Scientist,4.7,CRS Group,"Chicago, IL","Itasca, IL",51 to 200 employees,1994.0,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),,87000.0,141000.0
Data Scientist,3.7,EGlobalTech,"Arlington, VA","Vienna, VA",201 to 500 employees,2004.0,Company - Private,IT Services,Information Technology,,,87000.0,141000.0
"Data Scientist, Kinship - NYC/Portland",3.9,Mars,"New York, NY","Mc Lean, VA",10000+ employees,1911.0,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),,92000.0,155000.0
Data Scientist,4.9,Avlino,New Jersey,"Holmdel, NJ",1 to 50 employees,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),,92000.0,155000.0
Data Scientist,3.0,"Central Business Solutions, Inc","Seattle, WA","Fremont, CA",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),,92000.0,155000.0
Data Scientist,2.5,KeHE Distributors,"Naperville, IL","Naperville, IL",5001 to 10000 employees,1954.0,Company - Private,Wholesale,Business Services,,"United Natural Foods, US Foods, DPI Specialty Foods",92000.0,155000.0
Data Scientist,3.5,Blackstone Talent Group,"San Francisco, CA","San Francisco, CA",51 to 200 employees,1998.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),,92000.0,155000.0
Data Scientist - TS/SCI Required,5.0,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,92000.0,155000.0
Data Scientist,,Sophinea,"Chantilly, VA",-1,1 to 50 employees,,Unknown,-1,-1,,,92000.0,155000.0
Senior Data Scientist,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,92000.0,155000.0
Data Scientist,3.0,Moxie Software,"Bellevue, WA","San Bruno, CA",51 to 200 employees,1999.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,"LivePerson, Salesforce, SAP",92000.0,155000.0
Data Scientist(s)/Machine Learning Engineer,5.0,Blue Horizon Tek Solutions,"New York, NY","Coconut Creek, FL",1 to 50 employees,1987.0,Company - Private,Staffing & Outsourcing,Business Services,,,92000.0,155000.0
Data Scientist,4.7,Unicom Technologies INC,"Chicago, IL","Naperville, IL",51 to 200 employees,,Company - Private,IT Services,Information Technology,,,92000.0,155000.0
Data Engineer,3.3,Americo Life,"Kansas City, MO","Kansas City, MO",201 to 500 employees,1992.0,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),,92000.0,155000.0
Data Scientist,3.3,Tokio Marine HCC,"Houston, TX","Houston, TX",1001 to 5000 employees,1974.0,Company - Private,Insurance Carriers,Insurance,,"Zurich Insurance, AXA XL, Allianz",92000.0,155000.0
Data Scientist,3.5,CACI International,"Chantilly, VA","Arlington, VA",10000+ employees,1962.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),"CSC, ManTech, SAIC",92000.0,155000.0
"AI/ML - Machine Learning Scientist, Siri Understanding",4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976.0,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",92000.0,155000.0
Data Scientist,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,92000.0,155000.0
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",92000.0,155000.0
Data Scientist,4.7,Compass Consulting Group,"Thousand Oaks, CA","Danville, CA",51 to 200 employees,2008.0,Company - Private,Consulting,Business Services,,,92000.0,155000.0
Data Science Software Engineer,4.8,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,,,92000.0,155000.0
"Scientist / Group Lead, Cancer Biology",,Monte Rosa Therapeutics,"Cambridge, MA",-1,-1,,-1,-1,-1,-1,,92000.0,155000.0
AI Ops Data Scientist,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",92000.0,155000.0
Senior Data Scientist,3.8,GutCheck,"Denver, CO","Denver, CO",51 to 200 employees,2009.0,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),"Nielsen, Zappi, SurveyMonkey",105000.0,167000.0
Sr. ML/Data Scientist - AI/NLP/Chatbot,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996.0,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),,105000.0,167000.0
Data Scientist,2.7,Hexagon US Federal,"Lexington Park, MD","Chantilly, VA",51 to 200 employees,2010.0,Company - Public,Aerospace & Defense,Aerospace & Defense,,,105000.0,167000.0
Data Scientist,4.0,Comtech Global Inc,"Washington, DC","Columbus, OH",51 to 200 employees,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),,105000.0,167000.0
Data Scientist,,Berico Technologies,"Fort Belvoir, VA",-1,-1,,-1,-1,-1,-1,,105000.0,167000.0
Data Scientist,,Kehe Food Distributors,"Naperville, IL",-1,-1,,-1,-1,-1,-1,,105000.0,167000.0
Data Scientist,3.8,"Aveshka, Inc.","Washington, DC","Arlington, VA",51 to 200 employees,2010.0,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),,105000.0,167000.0
Data Scientist,3.2,Perspecta,"Adelphi, MD","Chantilly, VA",10000+ employees,2018.0,Company - Public,Aerospace & Defense,Aerospace & Defense,,,105000.0,167000.0
Data Scientist,,Pactera Edge,"Redmond, WA",-1,-1,,-1,-1,-1,-1,,105000.0,167000.0
Data Scientist,3.6,Qurate Retail Group,"West Chester, PA","West Chester, PA",10000+ employees,,Company - Public,Other Retail Stores,Retail,,,105000.0,167000.0
Data Scientist,4.4,"SolutionIT, Inc.","Edison, NJ","Wilmington, MA",51 to 200 employees,,Company - Private,-1,-1,,,105000.0,167000.0
Data Scientist,4.1,A-Line Staffing Solutions,"Durham, NC","Utica, MI",501 to 1000 employees,2004.0,Company - Private,Staffing & Outsourcing,Business Services,,,105000.0,167000.0
Data Scientist,,Clear Ridge Defense,"Quantico, VA","Baltimore, MD",1 to 50 employees,,Company - Private,-1,-1,,,105000.0,167000.0
Data Scientist,3.8,"Criterion Systems, Inc.","Vienna, VA","Vienna, VA",201 to 500 employees,2005.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,105000.0,167000.0
Data Scientist,4.0,Foundation Medicine,"Boston, MA","Cambridge, MA",1001 to 5000 employees,2010.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Genomic Health, Myriad Genetics, The Broad Institute",105000.0,167000.0
Data Scientist,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989.0,Company - Private,Advertising & Marketing,Business Services,,,105000.0,167000.0
Data Scientist,,JKGT,"San Francisco, CA",-1,-1,,-1,-1,-1,-1,,105000.0,167000.0
Data Scientist,,AccessHope,"Irwindale, CA",-1,-1,,-1,-1,-1,-1,,105000.0,167000.0
Data Scientist,5.0,ChaTeck Incorporated,"San Francisco, CA","Santa Clara, CA",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),,105000.0,167000.0
Data Scientist,2.7,1-800-Flowers,"New York, NY","Carle Place, NY",1001 to 5000 employees,1976.0,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),,105000.0,167000.0
